eps_true,nc_hat,ionic
4.58,2.0650747129950817,0.3154664297482812
4.02,1.817960539188487,0.7150194779535051
5.17,2.214393802612067,0.2664600869532707
5.45,2.0709643819321633,1.1611065287683333
6.4,2.40112948332357,0.6345772043142857
8.01,2.3837667416159785,2.327656121565541
6.33,2.0727738036077694,2.0336087590773806
5.66,2.06763541107902,1.384883806852093
4.22,1.9654307083789917,0.3570821305608547
4.48,1.7993463113528902,1.242352851820748
3.08,1.6049641593463126,0.5040900472137841
3.9,1.8015336573639917,0.6544764813847195
5.48,2.0684384228685206,1.2015624908011873
3.59,1.7707887718435846,0.45430712551268915
5.78,2.196612139907043,0.9548951068130025
5.94,2.2745770394298157,0.7662992916986946
4.17,1.8821643203389653,0.6274574712429608
4.83,1.9960684682537972,0.8457106700429398
3.95,1.800688831739452,0.7075197312488077
3.4,1.820977242545696,0.08404188213067343
3.6,1.6821124775950045,0.7704976127191956
3.67,2.0581162767980987,-0.565842608821268
3.47,1.7303846498398314,0.47576896359868437
5.9,2.389277612836405,0.19135248879876965
4.04,1.8745337166354223,0.5261233451969902
5.14,1.8754435803412282,1.6227113769568748
4.55,1.8914063356873012,0.9725820733219357
4.94,1.9983051633373963,0.9467764741791025
4.8,1.9675279822585885,0.9288336390294472
4.32,1.8954839312891734,0.7271406662245408
3.81,1.7692292436201855,0.6798278835191462
3.5,1.8165778737884466,0.20004482846224647
4.1,1.8928552623645973,0.5170989557386512
3.78,1.762565150211033,0.6733640912615582
4.11,1.9515491191181462,0.301456035669188
3.53,1.6736446656497428,0.7289135331421606
6.84,2.390984073315601,1.123195161151136
4.54,1.9272442702025874,0.8257295229712964
4.13,1.7459839986704262,1.0815398763868291
4.14,1.9877963257207283,0.1886657674511718
3.95,1.6767872851916157,1.1383844002197314
5.17,2.022637775777615,1.078936427997382
4.34,1.8482464975766084,0.9239848841958
6.15,2.253720152895025,1.070745472434825
4.29,2.2670859423743916,-0.849678670111583
4.18,2.020641384756874,0.09700839420782348
3.57,1.8878131359177572,0.006161563856363461
8.51,2.21574562606008,3.6004713205956245
4.69,1.9850259631272884,0.7496719257105813
3.66,1.8348402435688211,0.2933612805803092
4.73,1.980401825486235,0.8080086096107886
4.2,1.7611646702341872,1.098299004318907
3.62,1.7465047613923608,0.5697211184338129
4.45,2.011446470945291,0.4040830945217344
