eps_true,nc_hat,ionic
3.92,1.762160602697605,0.8147900103004129
3.82,1.8577140244353854,0.3688986034160844
5.35,2.0276826057865827,1.2385032501905338
4.05,1.7616437379928285,0.9466113403906546
4.39,2.1530645940124686,-0.24568714599007713
5.13,2.347449252912362,-0.38051799499880623
3.79,1.68416926532799,0.9535738857245781
3.69,1.676786031111798,0.8783886058683446
5.49,2.1925641605644963,0.6826624018081056
5.43,2.2180444177282737,0.5102789609844436
3.61,1.7069424248416332,0.6963475582757654
4.89,2.088341893708536,0.528828134981846
3.2,1.754124424654214,0.12304750283152277
3.97,1.7948349274568893,0.7485675831808232
3.36,1.6915784329172787,0.4985624052891233
4.11,1.8664500824432542,0.62636408974757
4.2,1.8928819607453282,0.6169978826849221
4.07,1.9685397617072533,0.1948512065775505
3.47,1.7443927699070263,0.42709386429609264
4.84,2.2167446208812738,-0.0739567142060622
3.9,1.8629753376256593,0.4293228913985607
6.66,2.429922178964689,0.755478204175497
4.17,2.164931749569814,-0.5169294802954152
6.31,2.385037102799053,0.6215980182718992
4.54,2.033763981259697,0.4038040685307065
5.23,2.0551939313999155,1.00617790433696
4.17,1.7411786754636775,1.1382968201105532
3.85,1.8187188078403758,0.5422618980076823
3.99,1.688606482214218,1.1386081482241242
5.85,2.1749824506633684,1.1194513393063676
4.35,1.941231517128273,0.5816201969078629
6.0,2.0200331821923445,1.91946594284187
5.95,2.172748249429425,1.2291650446013689
4.41,2.1260677605620195,-0.11016412250120045
3.89,1.9420507768920185,0.11843877997310726
3.05,1.5724637256043374,0.5773578316585266
6.46,2.282969594078058,1.2480498325150675
4.19,1.751356504186998,1.1227503952418978
4.0,1.8553126490582605,0.5578149742444198
3.31,1.5887520234508659,0.7858670079807792
3.03,1.6558161068663795,0.2882730202418662
3.71,1.8404841318256797,0.32261816049787395
4.38,2.028211077305824,0.26635982589394835
5.33,2.293755246404348,0.06868686959252912
3.14,1.756207989583251,0.05573349732395583
3.25,1.6606232375505579,0.4923304629071037
5.67,2.196651926445192,0.8447203140446273
4.71,1.912062757543788,1.054016011214045
4.57,2.1929344397522055,-0.23896145705131921
3.58,1.898105316177472,-0.02280379130118071
4.54,2.2406423615461537,-0.48047819235512446
5.02,2.225457290230428,0.06733984936023951
4.26,1.8548351676556356,0.81958650082789
6.72,2.168710060142469,2.0166966750368474
4.44,1.985859707936426,0.49636122039465347
5.0,2.0234977242703707,0.9054569598726312
4.49,1.9120294565028453,0.8341433574654342
5.23,1.993387728041969,1.2564053656916778
4.16,1.8835368353616009,0.6122889898360055
3.51,1.6432637609684448,0.8096842118878413
3.47,1.5595280050044298,1.0378724016069034
3.96,2.015874779971425,-0.10375112852484136
6.46,2.570355664822727,-0.14672824368628223
6.78,2.435457571301777,0.8485464183888505
4.64,1.9356954115169953,0.8930832738320498
4.03,1.8437297554512555,0.6306605888636536
6.19,2.203326865764615,1.3353507225998795
4.32,1.9171327498110973,0.644602019601741
4.55,1.9870811880970904,0.6015083519106552
3.41,1.8017887526886425,0.16355729068470604
5.39,2.30243809958412,0.08877879758346552
3.73,1.7049536839107986,0.8231329357189967
6.22,2.3077078630042007,0.8944844190285846
4.57,1.991891047459531,0.6023700550505726
4.04,1.592756973178012,1.5031252243928175
4.43,2.249632735299732,-0.6308474437321534
3.91,2.0706590357335117,-0.3776288422648362
2.61,1.6148691402309838,0.0021976599296431587
3.93,1.8512127025419216,0.5030115299474351
5.64,2.1420447082201397,1.0516444679860966
3.54,1.6380260607548034,0.856870624288101
3.67,1.7032579302316468,0.7689124231030062
3.34,1.6879181823791958,0.49093220959371164
3.8,1.7906902526369355,0.5934284191110679
5.73,2.055807840800541,1.5036541217030184
3.79,1.751908320710426,0.7208172358255753
4.61,2.1855125851710078,-0.16646525994086137
4.24,1.8398888449871695,0.8548090380917794
3.85,1.8227788966349188,0.5274770939823883
4.58,2.06507471299508,0.3154664297482883
4.02,1.8179605391884883,0.7150194779535002
5.17,2.2143938026120704,0.26646008695325474
5.45,2.0709643819321535,1.1611065287683733
6.4,2.4011294833235635,0.6345772043143176
8.01,2.3837667416160064,2.3276561215654077
6.33,2.0727738036077668,2.0336087590773912
5.66,2.067635411079019,1.3848838068520966
4.22,1.9654307083790017,0.35708213056081517
4.48,1.7993463113528982,1.2423528518207192
3.08,1.6049641593463178,0.5040900472137677
3.9,1.8015336573639926,0.6544764813847164
5.48,2.068438422868514,1.2015624908012148
3.59,1.7707887718435964,0.4543071255126474
5.78,2.196612139907041,0.9548951068130105
5.94,2.2745770394298255,0.7662992916986502
4.17,1.8821643203389646,0.627457471242963
4.83,1.9960684682537826,0.8457106700429984
3.95,1.800688831739448,0.707519731248822
3.4,1.820977242545691,0.08404188213069164
3.6,1.6821124775950023,0.7704976127192031
3.67,2.0581162767981285,-0.5658426088213906
3.47,1.730384649839827,0.47576896359869947
5.9,2.3892776128363873,0.19135248879885491
4.04,1.8745337166354212,0.5261233451969942
5.14,1.8754435803412235,1.6227113769568926
4.55,1.8914063356872994,0.9725820733219428
4.94,1.998305163337391,0.9467764741791238
4.8,1.9675279822585814,0.9288336390294751
4.32,1.895483931289182,0.7271406662245079
3.81,1.7692292436201835,0.6798278835191534
3.5,1.8165778737884348,0.20004482846228955
4.1,1.8928552623645964,0.5170989557386543
3.78,1.762565150211033,0.6733640912615582
4.11,1.9515491191181462,0.301456035669188
3.53,1.673644665649744,0.7289135331421566
6.84,2.390984073315602,1.1231951611511315
4.54,1.9272442702025878,0.8257295229712946
4.13,1.745983998670425,1.0815398763868331
4.14,1.9877963257207372,0.18866576745113672
3.95,1.6767872851916164,1.1383844002197292
5.17,2.022637775777614,1.0789364279973856
4.34,1.848246497576604,0.9239848841958165
6.15,2.25372015289502,1.0707454724348473
4.29,2.26708594237442,-0.8496786701117127
4.18,2.020641384756875,0.09700839420781815
3.57,1.8878131359177441,0.006161563856412755
8.51,2.2157456260600794,3.6004713205956262
4.69,1.985025963127296,0.7496719257105515
3.66,1.8348402435688294,0.293361280580279
4.73,1.9804018254862348,0.8080086096107895
4.2,1.7611646702341803,1.098299004318931
3.62,1.7465047613923594,0.5697211184338178
4.45,2.011446470945289,0.4040830945217433
