polymer,smiles,n_variants,pred_canonical,mean_pred,std_pred,std_pred_graph_only,max_dev,viol_rate_0_5sigma,viol_rate_1sigma,viol_rate_2sigma
18,*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)*)c1ccccc1,30,224.85647316651566,249.19450670895284,13.852506740211142,0.5824386800215455,59.48067373660925,0.03333333333333333,0.0,0.0
19,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)OCCOCCOCCOCCOC(=O)*)cc1,30,60.37424034558384,86.96029372324192,13.06390557480454,1.1457157353758234e-14,47.642937068138224,0.0,0.0,0.0
20,*C(C*)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)c1ccccc1)C,30,102.2878323135595,113.24711308880428,10.576222810361658,0.18055884219558482,34.809972118396644,0.0,0.0,0.0
21,*OC(=O)CC(=O)OCCOCC*,30,-42.59689900191155,-35.51158188452412,8.23897847547439,8.79849704015911e-15,24.928089697851142,0.0,0.0,0.0
22,*C(C*)C(=O)Oc1c(cccc1)C,30,50.17731330699073,57.282114462865565,11.395961936462005,7.105427357601002e-15,43.808777545801796,0.0,0.0,0.0
23,*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)*)Oc1ccccc1,30,242.4204866802781,262.4351530026126,13.721955558280712,1.2367661685911553,47.9220797915969,0.0,0.0,0.0
24,*C(C*)OCCOc1ccc(cc1)C=C(C#N)C#N,30,45.71496755656962,53.65145614683458,6.964346730508052,0.6409958691365408,27.08680824622151,0.0,0.0,0.0
25,*c1cc2c(oc(n2)c2ccc(cc2)Oc2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,30,304.73576603337153,305.4166309616577,12.391368716228536,0.0,27.29910032968496,0.0,0.0,0.0
26,*c1c2C(=O)N(C(=O)c2c(c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,30,270.4796572468748,278.040981048275,12.448550794801182,0.0,30.644456428052877,0.0,0.0,0.0
27,*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCCCCCCC*,30,70.61869451739275,80.95999680316426,12.658402372818031,1.4210854715202004e-14,28.920939713478347,0.0,0.0,0.0
28,*C(C*)c1ccc(cc1)OCC,30,80.13336923599125,65.82954709322874,8.728432693220952,0.0,32.95913536349318,0.0,0.0,0.0
29,*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)c1ccccc1)c1ccccc1,30,163.94946815066874,216.40324958652636,15.523990330695192,0.29712705089484703,78.15916821162517,0.4,0.0,0.0
30,*Oc1ccc(cc1)Oc1ccc(cc1)Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)*)S(=O)(=O)O[Na])S(=O)(=O)O[Na],30,306.9902506554017,286.77192695586905,9.554465939946525,5.684341886080802e-14,36.976848845964184,0.0,0.0,0.0
31,*OC(C*)CCl,24,-24.373251767778214,-32.13329408540755,10.408360619311143,3.552713678800501e-15,23.062868363727745,0.0,0.0,0.0
32,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,30,262.20531156066465,267.53161336157143,12.648170105548983,5.684341886080802e-14,25.65905547251765,0.0,0.0,0.0
33,*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)CCCCC(=O)*)C(=O)OCCCCCC,30,34.64782614855138,57.80293883086719,12.684786581265296,0.4474270511949039,56.519071326011506,0.03333333333333333,0.0,0.0
34,*Oc1ccc(cc1)N1ON1c1ccc(cc1)OCCCCCCOC(=O)CC(=O)OCCCCCC*,30,14.438675434253675,22.5801951445064,10.466816543398737,5.503840364735051e-15,26.866735619909598,0.0,0.0,0.0
35,*Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,30,229.9096560660619,255.50782312745685,12.67355455829713,0.5395801106372213,49.39833012192051,0.0,0.0,0.0
36,*NC(=O)c1ccc(cc1)C(=O)NCC(CC(CC*)C)(C)C,30,143.176111051102,134.914313815129,12.348440828569416,2.842170943040401e-14,34.56437135481114,0.0,0.0,0.0
37,*C(C*)C(=O)OCCC#N,30,1.3307762661071525,-5.040305797417565,11.518067867149153,6.661338147750939e-16,31.6657543606267,0.0,0.0,0.0
38,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,30,290.5536780777983,315.7465960861304,22.235538068434384,0.21547117463984683,75.74916665370063,0.06666666666666667,0.0,0.0
39,*[Si](C/C=C\C*)(CCCOc1ccccc1)c1ccccc1,30,-2.3004152063504573,13.820361390165324,16.723791733571886,3.095910205163466e-15,45.70355787156295,0.0,0.0,0.0
40,*O[Si](O[Si](O[Si](O[Si](OC(CCC(*)C)C)(C)C)(C)C)(C)C)(C)C,30,-94.99526553053562,-71.51848174329868,18.50013360047506,7.338453819646733e-15,99.02194499801463,0.06666666666666667,0.0,0.0
41,*Oc1ccc(cc1)N=CC=Nc1ccc(cc1)OC(=O)NCCCCCCNC(=O)*,30,78.89541806303103,127.34083413862093,15.868322438042268,1.3728989970890323e-14,71.8810582079499,0.3333333333333333,0.0,0.0
42,*Oc1ccc(cc1)Oc1ccc(cc1)OCCCCCCOC(=O)OCCOC(=O)OCCCCCC*,30,1.7832759956207735,17.84241279576499,8.448647413410475,1.3610213539246143,33.65869271994862,0.0,0.0,0.0
43,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)c2ccc(cc2)C(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,30,287.26107439971076,295.45368531613826,16.78804228936712,0.40550273264918685,36.19347243027255,0.0,0.0,0.0
44,*C(C*)(OC)C,30,66.07463326350921,18.06055595087589,20.763373963749352,0.0,74.41620517998327,0.5,0.0,0.0
45,*C1C(=O)OC(=O)C1C1C2CC(C(C1*)C2)C(=O)OC1CCCCC1,30,201.32564118959465,197.13602728862418,14.235233822407684,2.842170943040401e-14,29.88165363817211,0.0,0.0,0.0
46,*C=CC(C(*)C(=O)OCC)C(=O)OCC,30,1.7538750898492177,14.046765054955053,13.72154681463511,2.7963518596563058e-15,48.64497612039458,0.0,0.0,0.0
47,*C(C*)(C(=O)OCCCCCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,30,34.12998599477684,18.98356551046555,13.76898701613087,0.7166315026833454,38.28264821597583,0.0,0.0,0.0
48,*OC(C(=O)N(S(=O)(=O)C(C(*)(F)F)(F)F)[Li])(C(F)(F)F)F,30,17.137997703393545,58.658122402170186,20.277877943132943,4.399248520079555e-15,70.7248327456908,0.3333333333333333,0.0,0.0
49,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2sc(c(c2c2ccccc2)c2ccccc2)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)*)cc1,30,302.9067796239701,323.5011278094857,21.583073046420044,1.1466491562247443,60.955924023888315,0.03333333333333333,0.0,0.0
50,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2sc(c(c2c2ccccc2)c2ccccc2)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccc(cc2)NC(=O)*)cc1,30,333.3373529227559,345.17521240802074,20.430652681691235,1.2921081761910425,56.68684978508128,0.03333333333333333,0.0,0.0
51,*Oc1ccc(cc1)C=Cc1c(cc(c(c1)OCCCCCCCC)C=Cc1ccc(cc1)OCCCCCCCC*)OCCCCCCCC,30,63.256253392569846,68.63757639604202,9.951147596900409,0.15182557396096644,22.92782420859625,0.0,0.0,0.0
52,*c1ccc2c(nc([nH]2)c2cc(ccc2)c2nc3c([nH]2)ccc(c3)C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccc(cc2)NC(=O)*)c1,30,309.03136418184806,333.0989172309375,17.064729951700063,1.621957560123431,58.85432324355804,0.03333333333333333,0.0,0.0
53,*Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)CCCCC(=O)*)C(=O)OCC(C)C,30,52.80661143075905,69.94778583672205,13.67366399228088,2.0917811758465268e-14,46.784403739338316,0.0,0.0,0.0
54,*Oc1c(cc(cc1C)*)c1ccccc1,30,191.01493795064906,176.02270863170887,11.988378889493683,5.684341886080802e-14,46.15011526442538,0.0,0.0,0.0
55,*C(C*)(CC(=O)OC)C(=O)O,30,65.00229692236681,46.66072145063425,12.884641269697994,1.4210854715202004e-14,38.78972496989891,0.0,0.0,0.0
56,*C(C*)(C(=O)OC1(CC(=O)OCC1)C)C,30,113.79117263506957,106.62222884825624,10.301083641624476,1.4210854715202004e-14,26.5722082415095,0.0,0.0,0.0
57,*c1cc2c(C(=O)N(C2=O)C2C(=O)N(C(=O)C2)c2c(ccc(c2)C)NC(=O)*)cc1,30,169.06017109257235,196.60948123844324,12.749679713859685,2.842170943040401e-14,49.302337757142766,0.0,0.0,0.0
58,*OCC(C*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,30,73.64063715156624,47.89110561678278,12.3418197066247,1.4210854715202004e-14,45.35480945567116,0.0,0.0,0.0
59,*N1C(=O)c2c(C1=O)cc(cc2)C(c1cc2c(C(=O)N(C2=O)CCN(CC*)c2ccc(cc2)N=Nc2ccc(cc2)[N+](=O)[O-])cc1)(C(F)(F)F)C(F)(F)F,30,209.3349531263864,205.90930283347768,18.24847732237538,0.4676812159601285,43.24500403755289,0.0,0.0,0.0
60,*NC(=O)c1c(cc(cc1)C(=O)NCCCCCCCCCC*)Oc1ccccc1,30,91.8983088952204,94.1941723968212,7.260844535714655,1.4210854715202004e-14,23.60366427536863,0.0,0.0,0.0
61,*C(C*)c1ccc(cc1)C(CCCC)(O)C,30,94.91406993014395,78.37973372360243,10.31153789904814,2.842170943040401e-14,27.388058609707315,0.0,0.0,0.0
62,*OCC(C*)(CC)C,30,-44.03219032419824,-31.823328339028333,15.498591760927823,7.105427357601002e-15,53.1084440837931,0.0,0.0,0.0
63,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)*)C,30,211.35876374214644,206.61725753128445,13.113102251942738,4.310365650355578e-14,27.875708705880072,0.0,0.0,0.0
64,*c1ccc2oc3c(c2c1)cc(cc3)S(=O)(=O)*,30,350.11065713255994,275.28919391052165,9.066812998687396,0.0,89.45278085196583,0.9666666666666667,0.0,0.0
65,*O[Si](O[Si](O[Si](c1ccc(cc1)Oc1ccc(cc1)[Si](*)(C)C)(C)C)(C)C)(C)C,30,-37.95241970438239,52.40356792026901,28.812017225225116,7.105427357601002e-15,141.92612485350932,0.8666666666666667,0.3,0.0
66,*OC(=O)C(C*)C,30,-17.789379218537995,1.1984226849986461,15.920866261918912,9.173067274558416e-16,55.473667145963326,0.03333333333333333,0.0,0.0
67,*C=CCCCC(CCC*)Cl,30,-45.87582721804419,-55.95729057952537,12.055940439963138,7.78360568894479e-15,27.004736239931972,0.0,0.0,0.0
68,*c1sc(cc1)C(=O)Oc1ccc(cc1)[Si](c1ccc(cc1)OC(=O)*)(CC)CC,30,-52.63909181034833,41.33108953042084,17.742361069104966,1.1457157353758234e-14,117.90622974726149,0.9333333333333333,0.2,0.0
69,*N1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1cc2c(C(=O)N(C2=O)CCCCCCOC(=O)OCCCCCC*)cc1,30,75.92899360128649,92.3257739910503,12.369536603298396,1.3605212735602636,40.53512792107762,0.0,0.0,0.0
70,*N1C(=O)C(=C(C1=O)Cl)Oc1ccc(cc1)C(c1ccc(cc1)OC1=C(C(=O)N(C1=O)c1ccc(cc1)Cc1ccc(cc1)*)Cl)(C)C,30,182.73401283960584,208.60596662682184,16.722946104775353,0.2589715240423005,68.05205373088211,0.03333333333333333,0.0,0.0
71,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)c2cc(c(cc2)O)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)O)cc1,30,344.2242666206105,323.32291203763964,15.5213585994058,1.1368683772161603e-13,51.340245933358744,0.0,0.0,0.0
72,*NC(=O)CCCCCCCCCC(=O)NCCc1ccc(cc1)CC*,30,90.6651226691878,76.38856004901093,10.590844607828682,2.958225308398898e-14,36.94728492646668,0.0,0.0,0.0
73,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c3c(ccc2)c(ccc3)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,30,239.77316760933536,276.22853313116764,8.007605614035718,0.33993735183836976,57.56435928763585,0.03333333333333333,0.0,0.0
74,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,30,347.5479896964877,337.84258779919116,18.86702965015372,1.1368683772161603e-13,37.355644255546,0.0,0.0,0.0
75,*Oc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)NC(=O)c1ccc(cc1)*)(C)C)(C)C,30,173.44332051055977,242.44711857272236,15.63746956204622,0.21118642016342004,99.64652325272016,0.8,0.0,0.0
76,*NC(=O)CCCCC(=O)NCc1cc(cc(c1)C(C)(C)C)C*,30,116.07576323730896,110.80351673718755,12.115964003560125,2.7702055674606536e-14,29.196950620867085,0.0,0.0,0.0
77,*Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,30,189.26048528876143,214.3320291569809,14.036921013459956,0.5677381079178521,62.32361725777454,0.03333333333333333,0.0,0.0
78,*C1COC2C1OCC2OC(=O)OCC1OC(OC1COC(=O)O*)(C)C,30,95.69886042866058,105.97422743274699,20.096422539002365,1.4210854715202004e-14,72.87188582850344,0.03333333333333333,0.0,0.0
79,*c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)Br)Oc2c(cc(cc2Br)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)Br)Br)cc1,30,318.7459043384145,323.3040209390763,13.798365697368057,4.4030722917880405e-14,39.31522037594124,0.0,0.0,0.0
80,*Oc1ccc(cc1)[Si](c1ccc(cc1)OC(=O)c1cc2Cc3c(c2cc1)ccc(c3)C(=O)*)(c1ccccc1)c1ccccc1,30,90.68140328577667,197.77428280722265,18.44398155362429,2.958225308398898e-14,135.90920425146683,1.0,0.5333333333333333,0.0
81,*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)Sc1cc(ccc1)OC(=O)c1ccc(cc1)C(=O)Oc1cc(ccc1)Sc1ccc(cc1)C(=O)*)C,30,132.29641444202844,175.72365892497862,11.519435157430628,0.8569076706439991,74.81804366627023,0.13333333333333333,0.0,0.0
82,*c1n(nc(c1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,30,204.3296909040995,216.99622144859921,10.908626851424174,5.684341886080802e-14,33.118828275369594,0.0,0.0,0.0
83,*C(C*)C(=O)Oc1c2c(ccc1)cccc2,30,82.44318801959824,82.93983036934193,8.76503893854574,2.842170943040401e-14,22.774722817086882,0.0,0.0,0.0
84,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc3c(cc2)ccc(c3)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Cc2ccc(cc2)NC(=O)*)cc1,30,267.0136667574815,294.06480829325903,13.640965606691344,0.9998337862523732,61.04148779623722,0.03333333333333333,0.0,0.0
85,*c1nc2c(c(c1)c1ccccc1)cc(cc2)c1cc2c(nc(cc2c2ccccc2)c2ccc(cc2)C2(c3ccccc3C(=O)c3ccccc23)c2ccc(cc2)*)cc1,30,416.86478616268676,380.1309565830525,18.698190450157682,0.4201189137195253,73.01937948244745,0.2,0.0,0.0
86,*NC(=O)c1c(cc(cc1)C(=O)NCCCCCCCCCCCC*)Sc1ccccc1,30,91.03017525561512,88.13377517708173,8.67850676632093,1.4210854715202004e-14,17.918581128607542,0.0,0.0,0.0
87,*N1C(=S)N(C(=O)CC1=O)c1ccc(cc1)Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)*,30,188.92686929060312,217.34053247809936,12.965954295504753,5.916450616797797e-14,53.880510712049045,0.0,0.0,0.0
88,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(C(C(C(C(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(C(C(C(C(*)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)cc1,30,142.23835796064986,191.5578074509576,15.071900680733123,0.4967242045292311,76.04443622284833,0.3,0.0,0.0
89,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)C(=O)Nc2ccc(cc2)C(c2ccc(cc2)NC(=O)*)(C(F)(F)F)C(F)(F)F)C)cc1,30,266.09054963398324,288.7244468096933,21.043155593908264,1.1368683772161603e-13,57.20847623210568,0.06666666666666667,0.0,0.0
90,*C(C*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,30,56.06735060334037,44.611069336088214,12.417931614790767,5.348771400612982e-15,35.70734622136088,0.0,0.0,0.0
91,*C=CCCCCCCCCCC*,26,-59.338390908832096,-74.37089540295702,11.715104344790973,1.9706909747626936e-15,26.146003779293736,0.0,0.0,0.0
92,*N1C(=O)c2c(C1=O)cc(cc2)Oc1c2c(ccc1)c(ccc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,30,212.60779503466472,260.3483737545657,12.133954117078304,0.33735553425002623,63.91584187914481,0.3333333333333333,0.0,0.0
93,*C1COC2C1OCC2OC(=O)OCCOCCOCCOCCOC(=O)O*,30,3.9892116773070456,15.445004511172609,9.35878044539774,1.2242694637700976e-15,24.97494822865412,0.0,0.0,0.0
94,*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,30,197.13434095411438,219.11796516496335,16.458030253920843,7.608670862760415e-14,57.641197775507436,0.03333333333333333,0.0,0.0
95,*c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)*)(C)C,30,331.0917382634897,341.01250670960434,16.14744190368011,0.7768362611935141,43.13808198861284,0.0,0.0,0.0
96,*c1sc(cc1)c1sc(cc1)c1sc(cc1)c1sc(cc1)[Si](*)(CCCC)CCCC,30,11.443711168965677,52.66664004504444,16.849717244068252,1.9459014222361975e-15,68.02684299138954,0.3,0.0,0.0
97,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)OCCCCCCCCOc2cc(ccc2)*)cc1,30,137.03812275337356,148.2535316089481,14.956864320815358,0.311755745488941,43.699441083647685,0.0,0.0,0.0
98,*Oc1c(cc(cc1)C1(C2CCC(C1)C2)c1cc(c(cc1)OC(=O)*)Cl)Cl,30,193.9094491825639,196.31627928228065,12.315917253031534,8.122180000916163e-14,38.331350951986224,0.0,0.0,0.0
99,*c1cc2C(c3c(c2cc1)ccc(c3)c1ccc(cc1)*)(CCCCCCCC)CCCCCCCC,30,80.55983669116839,103.98036910948278,9.691958518205077,2.7702055674606536e-14,42.49277927599286,0.0,0.0,0.0
100,*Oc1ccc(cc1)C(c1ccc(cc1)OCC(CN(CC(C*)O)c1ccc(cc1)C#N)O)(C)C,30,88.66277921449509,110.83466293749889,13.501706051337445,2.842170943040401e-14,49.22239725822945,0.0,0.0,0.0
101,*c1oc(nn1)c1ccc(cc1)Oc1c2c(ccc1)c(ccc2)NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)Nc1c2c(ccc1)c(ccc2)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,30,277.7459921382858,289.0942903166749,19.654341587105687,0.8843843083832023,43.54893020724819,0.0,0.0,0.0
102,*N(CC*)C(=O)c1c(cc(c(c1F)F)F)F,30,121.2510388354295,110.4633570443443,11.55711022191664,2.7702055674606536e-14,29.350897914984884,0.0,0.0,0.0
103,*N1C(=O)c2c(C1=O)cc(cc2)[Si](c1ccc(cc1)[Si](c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Cc2cc(ccc2)*)cc1)(C)C)(C)C,30,261.10303013203753,292.06230094907784,16.375252668695424,1.1368683772161603e-13,57.151838206900436,0.1,0.0,0.0
104,*C(C*)(C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)OC)C,30,140.37225782308096,131.17219034607086,8.882885468889885,1.4918085850965743,29.30401165877157,0.0,0.0,0.0
105,*OC(C#CC#CC(OC(=O)c1ccc(cc1)C(=O)*)C)C,30,129.85859301487258,131.4424236679824,9.68482611504467,2.842170943040401e-14,18.86155549084296,0.0,0.0,0.0
106,*Oc1ccc(cc1)c1ccc(cc1)OC(*)(Oc1ccccc1)Oc1ccccc1,30,104.97380284547887,127.38129270822581,8.21322190544055,2.842170943040401e-14,50.2652366932945,0.0,0.0,0.0
107,*NC(=O)CCCCCCCCC(=O)NCCCC1(c2ccccc2c2ccccc12)CCC*,30,89.54430147581894,78.30930583903303,9.538174035367748,1.1309316871492875e-14,25.878303440757023,0.0,0.0,0.0
108,*NNC(=O)c1cc(cc(c1)NC(=O)c1cc2c(C(=O)N(C2=O)c2ncccc2C)cc1)C(=O)NNC(=O)c1ccc(cc1)C(=O)*,30,139.74163557319474,215.58531890299068,22.38099363792076,0.9154765213617299,131.819038596405,0.8333333333333334,0.03333333333333333,0.0
109,*N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c2c(C(=O)N(C2=O)c2c(cc(cc2C)c2cc(c(c(c2)C)*)C)C)ccc1)(C)C,30,262.3735811963037,288.8095824777094,14.073267685150475,0.20836660715787308,52.630395633662374,0.0,0.0,0.0
