smiles,max_tanimoto_morgan,max_tanimoto_maccs
*OC(=O)NC(=O)c1cc(ccc1)C(=O)NC(=O)OCC(C*)CCCC,0.9090909090909091,1.0
*Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*,1.0,1.0
*CC(=O)N*,1.0,1.0
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c2c(ccc1)c(ccc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)*)cc1,0.8604651162790697,1.0
*OC(F)(F)C(=S)C(*)(F)F,1.0,1.0
*CCC1CC(*)C2CCCC12,1.0,1.0
*Oc1c(cc(cc1C(C)C)*)C(C)C,0.46875,0.875
*C(=CCC*)Cl,1.0,1.0
*c1c2C(=O)N(C(=O)c2c(c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)*)C(F)(F)F)C(F)(F)F)c1ccccc1,0.864406779661017,0.9215686274509803
*CC(=S)CO*,1.0,1.0
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OC(COc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)CCCCCC)cc1,0.7049180327868853,0.9516129032258065
*c1ccc2c(c1)c1cc(*)ccc1n2CC,0.6538461538461539,1.0
*C(C*)(C(=O)OCCCCCCOc1c(cc(cc1)C(=O)Oc1ccc(cc1)OC)OC)C,0.7446808510638298,0.9166666666666666
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,1.0,1.0
*S(=O)(=O)C1C2CCC(C1*)C2,0.4,0.6451612903225806
*C1CC(*)(C#N)C1,1.0,1.0
*CC(C)C=C(*)C,1.0,1.0
*c1ccc2c3n(c4ccc(cc4n3)c3cc4n5c(nc4cc3)c3cccc4c(ccc(c5=O)c34)Oc3ccc(cc3)S(=O)(=O)c3ccc(cc3)O*)c(=O)c3cccc1c23,0.8636363636363636,0.9821428571428571
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)NC(=O)*)C#N)C#N)C#N)cc1,0.9047619047619048,1.0
*C1C2C(ON1C)C(=O)N(C2=O)c1ccc(cc1)N1C(=O)C2C(C(N(O2)C)c2ccc(cc2)OCCCCCCOc2ccc(cc2)*)C1=O,0.38235294117647056,0.7647058823529411
*c1oc(nn1)c1c2c(c(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)Oc1c3c(c(cc1)*)cccc3)cccc2,0.88,1.0
*N1C(=O)c2c(C1=O)cc(c(c2)c1ccc(cc1)[Si](C)(C)C)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1c1ccc(cc1)[Si](C)(C)C,0.7358490566037735,0.9038461538461539
*c1ccc(cc1)C(C(*)(C(=O)OC)C#N)(C(=O)OC)C#N,0.6744186046511628,0.7692307692307693
*c1ccc(*)c(C(=O)c2ccc(F)cc2)c1,0.625,0.8571428571428571
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1c(cc(c(c1)OCCCc1ccccc1)C(=O)*)OCCCc1ccccc1,0.7192982456140351,0.9354838709677419
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)C2CC(CC(C2)(C*)C)(C)C)cc1,0.7555555555555555,0.9423076923076923
*C1COC2C1OCC2OC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OC(=O)O*,1.0,1.0
*OC(=O)CCC(=O)OC1COC2C(*)COC12,0.8157894736842105,0.9714285714285714
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(C(C(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(C(C(C(C(*)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)cc1,0.9772727272727273,1.0
*Oc1ccc(SSCCCCCCCCCCSSc2ccc(*)cc2)cc1,0.8148148148148148,0.9259259259259259
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1ccc(cc1)Oc1c2c(c(cc1)c1c3c(c(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)cccc3)cccc2,0.6595744680851063,0.9615384615384616
*NC(=O)NCc1ccc(cc1)CNC(=O)NCCCCCC*,1.0,1.0
*C1C(=O)N(C(=O)C1CC*)CCCCCC,1.0,1.0
*C(C*)SC,1.0,1.0
*OC(C(*)(F)F)(F)F,1.0,1.0
*c1nc2c([nH]1)ccc(c2)c1ccc2c(nc([nH]2)c2ccc(cc2)Nc2nc(nc(n2)Nc2ccc(cc2)*)N(c2ccccc2)c2ccccc2)c1,0.6226415094339622,0.7272727272727273
*CC(*)(C)C(=O)OCCOCC,0.6666666666666666,0.88
*c1ccc(Oc2ccc(-n3c(=O)c4c(Oc5ccc(OC)cc5)c5c(=O)n(*)c(=O)c5c(Oc5ccc(OC)cc5)c4c3=O)cc2)cc1,0.723404255319149,0.9375
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1cc2c(C(=O)N(C2=O)CCCCCCCCCCC(=O)Nc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)NC(=O)CCCCCCCCCC*)cc1,0.8923076923076924,0.9833333333333333
*CCCCCNC(=O)CCCCCCOCCCCCCC(=O)NCCCCCO*,1.0,1.0
*Oc1c2c(ccc1)ccc(c2)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)*)(c1ccccc1)C,0.8518518518518519,1.0
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)NC(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.0,1.0
*N(CC(CCCCC(C*)O)O)c1ccc(cc1)N(C)C,0.6052631578947368,0.7777777777777778
*S(=O)(=NP(=NP(=N*)(NCCC)NCCC)(NCCC)NCCC)NCCC,0.7777777777777778,0.9803921568627451
*C(C*)[Si](Cc1ccccc1)(C)C,0.4782608695652174,0.8947368421052632
*OC(=O)CCC(=O)OCC(=O)NCCCCCCNC(=O)C*,0.8571428571428571,1.0
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,1.0,1.0
*OC1C(C(C1(C)C)OC(=O)c1ccc(cc1)C(=O)*)(C)C,1.0,1.0
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)*)cc1,1.0,1.0
*c1sc(-c2cc(CCCCCCCCCC)c(*)s2)cc1CCCCCCCCCC,0.75,0.9545454545454546
*C1C2CCC(C1*)C2,1.0,1.0
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)OCCCCCCCCCCCOC(=O)*)cc1,1.0,1.0
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)c2ccc(cc2)NC(=O)*)cc1,1.0,1.0
*c1nc2c(nc1c1cc3c(cc1)cc(cc3)OC(=O)c1cc(ccc1)C(=O)Oc1cc3c(cc1)cc(cc3)*)cccc2,0.7659574468085106,1.0
*Nc1c(cc(c(c1)[N+](=O)[O-])NC(=O)CCCCC(=O)*)C=Cc1ccc(cc1)N(C)C,0.9824561403508771,0.9827586206896551
*C(C*)(C(=O)OCCOCC[N+](CCCCS(=O)(=O)O)(CC)CC)C,0.42857142857142855,0.7536231884057971
*NC(=O)Oc1ccc(*)cc1,1.0,1.0
*Nc1cc(ccc1)CCc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)*,0.8043478260869565,1.0
*N(CC*)C(=O)c1cc2c(cc1)cccc2,0.7272727272727273,0.8181818181818182
*C(C*)C1CCC(CC1)C(C)(C)C,0.5,0.7058823529411765
*C(C*)c1ccc(cc1)c1ccccc1,1.0,1.0
*CC(*)(C)C(=O)OCC,1.0,1.0
*Oc1cc(ccc1)OCC(C*)O,0.6875,0.9565217391304348
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CC3CCC2C3)cc1Cl,0.6875,1.0
*Nc1ccc(cc1)C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)*)(C)C,0.8222222222222222,0.9411764705882353
*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.0,1.0
*C(*)O,1.0,1.0
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.0,1.0
*Nc1cc(ccc1)NC(=O)c1cc(cc(c1)NC(=O)C12CC3CC(CC(C1)C3)C2)C(=O)*,0.7636363636363637,0.9032258064516129
*CCOC(=O)O*,1.0,1.0
*C(=S)OC(=S)c1ccc(*)s1,1.0,1.0
*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2cc(ccc2)Oc2cc(ccc2)*)cc1,0.9777777777777777,1.0
*c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5nc(*)cc(-c6ccccc6)c5cc4n3)cc2)cc1,0.9117647058823529,1.0
*Oc1ccc(C(*)=O)cc1,1.0,1.0
*C(C*)(CC(=O)OCCOCCOCCOC)C(=O)OCCOCCOCCOC,1.0,1.0
*CNC(=O)C(S1)=CC=C1*,1.0,1.0
*CCCNC(=O)C(OC)C(OC)C(=O)N*,1.0,1.0
*Oc1ccc(cc1)NC(=O)CCCCCCCCCC(=O)Nc1ccc(cc1)*,1.0,1.0
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCCC*,1.0,1.0
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cc(cc1C)Cc1cc(c(c(c1)C)Oc1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)c2cc(c(c(c2)C)*)C)C)cc1)C)C,0.9615384615384616,1.0
*Oc1cc2c(cc1)cc(cc2)OC(=O)c1cc(ccc1)Oc1ccc(cc1)Oc1cc(ccc1)C(=O)*,0.7111111111111111,1.0
*N1C(N2N(C1=O)C(N(C2=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccc(cc1)OC)c1ccc(cc1)OC,0.38,0.7796610169491526
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,1.0,1.0
*NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)*,1.0,1.0
*c1nc2c(nc1)cc(cc2)Oc1cc2c(nc(cn2)c2ccc(cc2)c2ccc(cc2)*)cc1,1.0,1.0
*CC(*)(F)C#N,0.5384615384615384,0.7142857142857143
*NC(F)(F)NC(*)(F)F,1.0,1.0
*c3ccc(Oc2ccc(n1c(=O)c(=O)n(*)c1=O)cc2)cc3,0.7419354838709677,0.8723404255319149
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,1.0,1.0
*Oc1ccc(OC(=O)c2cccc(C(*)=O)c2)cc1,0.9142857142857143,1.0
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)OCCCCCCCCOC(=O)*)cc1,1.0,1.0
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)c3ccccc3Cc3ccccc32)cc1,0.803921568627451,0.96875
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,1.0,1.0
*Oc1ccc(cc1)C(c1ccc(cc1)OCCCCCC*)(C)C,1.0,1.0
*Nc1ccc2c(c1)Cc1cc(NC(=O)c3cc(C(=O)O)c(C(*)=O)cc3C(=O)O)ccc1-2,0.7021276595744681,0.875
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2)*)O)O)cc1,0.75,0.9782608695652174
*Oc1cc(ccc1)NC(=O)CCCCCC(=O)Nc1cc(ccc1)OCC(COc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C)O,0.8103448275862069,0.9433962264150944
*Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)*,1.0,1.0
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCCOC(=O)*)cc1,1.0,1.0
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.0,1.0
*c1ccc2n(c3c(c2c1)cc(cc3)C=Nc1ccc(cc1)C(=O)OCCCCOCCCCOCCCCOC(=O)c1ccc(cc1)N=C*)CC(CCCC)CC,0.4805194805194805,0.7894736842105263
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,1.0,1.0
*c1ccc(-c2csc(-c3cccc(-c4nc(*)cs4)n3)n2)cc1,0.7714285714285715,0.9047619047619048
*N(c1ccc(cc1)C(=O)*)CCCCC,0.9642857142857143,0.9642857142857143
*c1sc(cc1C(=O)OCCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)OCC(CCCCCC)F)*,0.5614035087719298,0.7906976744186046
*Oc1ccc2ccc(OC(=O)Oc3ccc(OC(*)=O)cc3)cc2c1,0.5853658536585366,0.9583333333333334
*c1c([nH]c(n1)c1ccc(cc1)c1[nH]c(c(n1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1)c1ccccc1,1.0,1.0
*C(C*)c1ccc(cc1)[Si](O[Si](C)(C)C)(C)C,0.7037037037037037,0.8695652173913043
*N(c1cc2c(cc1)ccc(c2)N(c1ccc(cc1)c1ccc(cc1)*)c1ccc(cc1)OC)c1ccc(cc1)OC,0.7560975609756098,0.7
*OC(=O)c1cc(ccc1)C(=O)OCCc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)CC*,0.5652173913043478,0.85
*C(C*)C(=O)Oc1ccc(cc1)OC,1.0,1.0
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)*)(C)C)(C)C,1.0,1.0
*OC(=O)c1ccc(cc1)C(=O)OCC(C(C*)C(C)C)C(C)C,0.7352941176470589,0.9130434782608695
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C1OCC2(CO1)CC1C=CC2C1)C,1.0,1.0
*Oc1ccc(cc1)NC(=O)c1cc(cc(c1)S(=O)(=O)c1ccccc1)C(=O)Nc1ccc(cc1)*,1.0,1.0
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1CCCC)cccc2)C)C,1.0,1.0
*OC(=O)NCCCCCCNC(=O)OCCOCC*,0.967741935483871,1.0
*C(C*)(C(=O)Oc1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)C,0.7027027027027027,0.926829268292683
*OC(=O)OCc1ccc(cc1)COC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],0.6666666666666666,0.9122807017543859
*C1COC2C1OCC2Oc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)O*,0.84,1.0
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c1ncccc1,0.6862745098039216,0.8823529411764706
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,1.0,1.0
