Dataset,MolWt,LogP,NumRings,TPSA
Train,157.26299999999998,1.643,1,12.03
Train,260.25499999999994,4.772000000000001,2,0.0
Train,542.5470000000003,5.256560000000005,6,108.9
Train,515.6060000000006,6.768900000000006,4,98.77000000000001
Train,481.59700000000026,4.522260000000004,2,138.48
Train,624.5610000000003,5.834500000000006,7,136.58999999999997
Train,196.29600000000002,3.490620000000001,2,20.23
Train,263.296,4.246500000000003,3,42.35
Train,202.14699999999996,2.0860000000000003,0,26.3
Train,246.86599999999993,6.316400000000006,0,0.0
Train,674.5840000000003,8.403300000000007,3,184.09999999999994
Train,526.6350000000002,6.391800000000005,5,88.50999999999999
Train,220.3119999999999,3.5960000000000027,1,26.3
Train,145.158,-0.5342,0,69.39000000000001
Train,292.382,-0.1388999999999998,1,92.34
Train,568.5410000000004,6.7477000000000045,7,111.24000000000002
Train,556.6550000000002,5.527400000000008,4,105.45
Train,538.1690000000001,6.287100000000003,0,26.3
Train,266.29699999999997,2.7019200000000003,1,70.08
Train,766.7350000000007,10.074599999999995,6,93.22
Train,482.2799999999998,6.894500000000003,1,9.23
Train,206.32899999999992,3.6467000000000027,1,20.23
Train,624.6170000000002,4.838500000000003,7,157.79999999999998
Train,142.179,0.6569,1,34.14
Train,215.29299999999992,1.4162999999999994,0,69.39
Train,81.11800000000001,1.31008,1,23.79
Train,356.5380000000001,4.760600000000004,2,38.69
Train,187.31399999999996,1.7301000000000002,1,26.02
Train,574.7110000000005,8.570800000000006,2,109.75000000000001
Train,472.5000000000002,5.321640000000004,6,83.55000000000001
Train,830.6980000000003,9.724899999999998,7,155.09
Train,162.107,1.2065,0,20.23
Train,152.21800000000002,2.3310199999999996,1,9.23
Train,329.3550000000001,3.7853800000000026,3,70.32
Train,1013.9469999999995,9.603679999999997,8,322.7800000000001
Train,446.9280000000001,6.735500000000002,2,46.53
Train,244.33399999999997,-0.9257999999999991,0,88.50999999999999
Train,240.262,2.3336000000000006,2,72.19
Train,132.22799999999998,1.5072999999999999,0,9.23
Train,186.20699999999997,0.8896,1,52.60000000000001
Train,418.4700000000001,5.809600000000004,4,72.83
Train,160.135,2.2766,0,0.0
Train,476.4440000000002,4.012800000000002,6,107.45999999999998
Train,50.093407112,-0.0014000000000000123,0,20.23
Train,460.44500000000016,4.830100000000003,6,92.78000000000002
Train,160.16899999999998,0.8044,0,63.60000000000001
Train,484.4710000000002,4.831100000000003,7,103.44
Train,130.231,2.4591000000000003,0,9.23
Train,1207.914,17.869699999999987,13,174.82999999999996
Train,228.28799999999993,2.2207,1,63.60000000000001
Train,938.8580000000003,7.994400000000007,8,177.17999999999998
Train,933.014,12.630199999999979,11,142.19000000000003
Train,346.338,4.524200000000003,4,61.83
Train,566.5260000000003,2.573500000000001,4,179.99999999999997
Train,301.43300000000005,6.335640000000005,3,3.24
Train,430.3410000000001,5.036400000000004,1,72.83
Train,634.7680000000003,2.7080000000000046,6,130.39
Train,563.5690000000003,6.570100000000006,7,95.07
Train,193.22699999999998,3.426370000000002,0,42.31
Train,364.52900000000017,7.084840000000008,2,29.46
Train,250.19000000000003,3.2448000000000015,2,55.760000000000005
Train,479.61700000000013,6.8663800000000075,2,85.62
Train,712.8030000000001,6.705900000000007,6,158.82
Train,304.343,1.6513999999999998,0,124.96000000000002
Train,285.388,0.8447999999999982,0,101.28999999999999
Train,217.268,1.795,2,37.38
Train,66.05,1.2714,0,0.0
Train,122.551,0.7867,0,26.3
Train,192.25799999999998,3.1270000000000016,1,18.46
Train,322.12299999999993,3.3394000000000013,0,35.53
Train,214.30899999999994,1.3384999999999998,0,72.19
Train,228.233,0.3178,1,113.32000000000001
Train,72.151,2.1965000000000003,0,0.0
Train,444.5710000000002,6.996600000000006,3,63.6
Train,684.6600000000002,7.915900000000008,8,127.35999999999999
Train,144.195,1.7653,1,18.46
Train,253.30100000000002,2.9848800000000013,2,53.25
Train,784.6690000000004,8.738260000000002,7,132.96
Train,428.4820000000002,0.5205000000000009,2,140.26
Train,74.12299999999999,1.0412,0,9.23
Train,352.5220000000002,5.756000000000006,2,32.34
Train,464.5180000000002,2.2015000000000002,2,121.8
Train,708.8420000000002,6.762200000000008,8,78.9
Train,356.55100000000016,3.6924000000000032,0,78.43
Train,794.6600000000005,10.158399999999993,8,111.24000000000001
Train,256.38999999999993,2.5088,0,72.19
Train,832.7000000000008,10.201279999999993,4,104.06
Train,296.455,3.1449000000000007,1,72.19
Train,178.23099999999997,2.6188400000000014,1,26.3
Train,430.4640000000002,6.317300000000005,4,99.09
Train,122.12299999999996,1.2047,1,37.3
Train,200.24499999999995,1.9703999999999995,2,50.7
Train,408.67600000000004,9.314899999999998,3,0.0
Train,477.47600000000017,5.100100000000004,5,104.81
Train,678.7229999999998,5.083900000000005,6,175.89
Train,354.58400000000006,7.8288000000000055,3,0.0
Train,212.33299999999997,3.400400000000002,1,26.3
Train,749.82,6.9486800000000075,7,130.60000000000002
Train,533.0330000000005,10.366799999999992,3,0.0
Train,141.214,1.4089,1,20.310000000000002
Train,326.37300000000005,4.017300000000002,3,63.6
Train,509.51400000000035,5.556600000000005,5,115.97
Train,680.7100000000003,4.824500000000004,8,143.04
Train,164.24799999999993,3.0378000000000016,1,9.23
Train,212.16699999999997,2.831200000000001,1,17.07
Train,956.8300000000004,8.591400000000002,8,194.35
Train,333.4970000000001,7.327370000000006,0,42.31
Train,240.3869999999999,4.612900000000004,1,26.3
Train,482.5320000000002,6.421900000000006,4,82.06
Train,88.06599999999999,-1.1889,0,72.19
Train,608.6500000000002,9.2737,6,106.12
Train,184.19099999999995,0.5027,2,52.6
Train,124.13899999999997,1.4008,1,29.46
Train,105.118,0.03890000000000016,0,52.32000000000001
Train,186.21099999999996,-1.366299999999998,1,58.64000000000001
Train,1118.9990000000003,15.496299999999966,12,160.65
Train,133.044,0.34120000000000006,0,32.26
Train,201.22599999999997,-1.8465999999999982,0,101.28999999999999
Train,318.3980000000001,2.7215,0,89.26
Train,204.31700000000004,1.78872,2,15.27
Train,154.16499999999996,1.4093999999999995,1,38.69
Train,204.25,2.933200000000001,2,37.3
Train,212.317,4.009820000000002,2,0.0
Train,164.229,2.1774199999999997,1,17.07
Train,342.5280000000001,3.655000000000001,0,96.25
Train,716.7869999999998,8.310900000000006,6,136.59
Train,117.12899999999998,-0.9595000000000002,0,60.160000000000004
Train,762.8650000000001,11.296599999999987,10,83.55000000000001
Train,146.186,2.2613,0,46.53
Train,230.26399999999998,-0.021799999999999597,1,67.87
Train,123.15499999999996,1.1998,1,21.259999999999998
Train,338.5380000000002,6.614600000000006,2,18.46
Train,949.0469999999995,10.233799999999993,8,179.95999999999995
Train,150.24599999999998,2.596800000000001,1,0.0
Train,384.4350000000001,4.696000000000002,3,78.43
Train,145.055,0.5902999999999999,0,29.1
Train,98.18900000000001,2.5866000000000007,1,0.0
Train,289.253,2.0549999999999997,1,69.39
Train,892.7650000000004,9.4256,8,160.21
Train,256.11699999999996,2.976000000000001,0,26.3
Train,89.163,0.5531000000000001,0,12.03
Train,296.36600000000004,3.9147000000000025,3,46.53
Train,1065.139,13.659639999999973,8,175.12999999999997
Train,149.19299999999998,1.4363000000000001,1,29.1
Train,553.6960000000004,5.619100000000006,2,118.99999999999999
Train,814.8150000000003,11.158199999999988,9,124.79
Train,148.16099999999997,1.7017,1,34.14
Train,102.13299999999998,1.1171,0,37.3
Train,176.281,2.0827999999999998,0,26.3
Train,770.7250000000005,12.047199999999986,8,63.6
Train,286.28299999999996,2.4060000000000006,2,72.83000000000001
Train,428.6160000000002,8.513400000000004,3,18.46
Train,568.5410000000003,6.747700000000004,7,111.24000000000001
Train,190.19499999999996,0.43090000000000006,0,72.83
Train,596.6940000000002,4.587200000000002,4,154.45
Train,668.7469999999998,5.905200000000007,5,153.25999999999996
Train,326.348,3.5534000000000017,2,80.66999999999999
Train,380.44400000000013,2.2811999999999992,5,83.55000000000001
Train,340.504,5.651700000000005,0,63.60000000000001
Train,752.6280000000006,7.735420000000007,6,154.65
Train,276.3799999999999,3.527000000000003,1,72.19
Train,114.06600000000002,0.9295,0,20.23
Train,171.023,1.1300999999999999,0,37.3
Train,129.20299999999997,1.3111,0,29.1
Train,122.17099999999999,1.3104999999999998,1,38.05
Train,284.399,4.922720000000006,2,40.46
Train,324.31600000000003,4.128200000000003,3,46.53
Train,279.201,2.4504,2,44.29
Train,518.1440000000001,4.716500000000002,0,63.60000000000001
Train,466.5410000000001,6.465400000000003,4,102.49000000000001
Train,553.6180000000003,9.016680000000001,5,104.27000000000001
Train,472.6190000000004,4.527600000000003,2,89.52000000000001
Train,394.3730000000002,0.44030000000000097,2,128.21
Train,630.5730000000003,8.661900000000003,5,199.32
Train,720.9670000000001,0.9747000000000117,0,149.45000000000002
Train,938.8960000000003,10.829299999999982,8,170.19
Train,244.28699999999995,1.4570999999999998,1,72.83
Train,272.393,1.7045,0,96.25
Train,82.146,2.1166,1,0.0
Train,746.7570000000003,6.608200000000006,8,167.1
Train,574.5410000000003,6.6546000000000065,5,125.43
Train,418.4930000000003,5.465800000000004,3,87.66000000000001
Train,424.5410000000004,2.8213999999999997,7,83.55000000000001
Train,564.7100000000003,8.507200000000003,7,58.2
Train,133.044,0.34120000000000006,0,32.26
Train,129.228,1.4295,1,3.24
Train,330.52399999999994,4.122,1,0.0
Train,149.149,2.2378,1,43.14
Train,1107.539999999999,21.513400000000022,12,77.84
Train,103.14599999999999,-0.26789999999999997,0,29.1
Train,200.15599999999995,2.7273,1,20.23
Train,120.123,0.9075,0,26.3
Train,218.346,4.071320000000003,2,0.0
Train,46.069,-0.0014000000000000123,0,20.23
Train,126.22399999999996,2.7006000000000014,1,0.0
Train,209.29500000000002,2.6228000000000007,2,43.09
Train,336.4750000000001,5.082300000000005,4,18.46
Train,153.18099999999998,1.286,1,44.480000000000004
Train,104.12999999999998,0.4608,0,37.3
Train,118.13199999999999,-0.0681,0,46.53
Train,141.17,0.4013,1,37.38
Train,500.46600000000024,4.331300000000003,6,108.9
Train,632.7160000000002,7.7521000000000075,7,91.83000000000001
Train,484.5510000000002,7.2373000000000065,5,63.599999999999994
Train,225.36300000000003,3.158100000000001,2,26.02
Train,166.201,1.8351,1,26.3
Train,172.10199999999998,1.7218000000000002,0,35.53
Train,302.4170000000001,6.023700000000005,3,20.23
Train,1016.9070000000003,13.25219999999998,10,151.42000000000002
Train,432.38800000000015,2.9610000000000003,3,163.85999999999999
Train,368.60600000000017,5.629600000000005,0,72.19
Train,356.42200000000025,5.106000000000003,2,87.66000000000001
Train,208.213,1.51292,1,63.60000000000001
Train,275.735,3.0416000000000016,3,37.38
Train,86.13399999999999,1.2072999999999998,0,9.23
Train,798.9769999999997,11.18509999999999,5,127.05000000000001
Train,1181.2299999999998,17.468399999999985,14,202.73
Train,276.38,1.9533999999999991,1,72.19
Train,134.15,1.2976,0,26.3
Train,497.5500000000002,7.335000000000005,6,64.63
Train,678.837,7.765960000000008,5,132.48999999999998
Train,211.30499999999992,2.2077,1,37.38
Train,676.7690000000002,9.1546,7,101.06
Train,298.339,0.27980000000000005,3,77.10000000000002
Train,164.24799999999996,2.476400000000001,1,20.23
Train,323.43600000000004,5.164000000000005,3,31.23
Train,255.23399999999998,-0.859230000000001,0,133.07
Train,72.107,0.9854,0,17.07
Train,601.4310000000002,3.8984000000000014,7,134.87
Train,222.23999999999995,2.1787,1,52.60000000000001
Train,232.329,3.575400000000001,2,17.07
Train,120.19799999999998,1.3075,0,9.23
Train,224.37500000000003,3.8843200000000015,2,0.0
Train,126.22399999999996,2.7006000000000014,1,0.0
Train,447.49100000000016,4.287460000000004,2,123.64999999999999
Train,58.123999999999995,1.6622999999999999,0,0.0
Train,506.41600000000034,3.4425000000000026,2,170.19
Train,73.095,-0.11829999999999996,0,43.09
Train,736.7360000000003,10.206999999999992,9,120.47000000000003
Train,1153.438,22.33760000000003,14,72.19
Train,220.3559999999999,4.345900000000004,1,9.23
Train,194.324,3.708820000000002,2,0.0
Train,207.31699999999995,2.2341,1,23.47
Train,336.4500000000001,2.559800000000001,0,97.74000000000001
Train,197.27799999999996,2.6596800000000007,0,50.09
Train,304.387,2.2116,0,96.89000000000001
Train,714.7740000000003,9.572179999999998,8,111.24000000000002
Train,702.9769999999996,12.585319999999982,3,106.11999999999999
Train,643.1500000000001,15.16959999999996,3,0.0
Train,1044.5300000000013,12.610899999999987,6,74.76
Train,90.147,0.5036,0,17.07
Train,258.32,4.8331000000000035,3,17.07
Train,968.9560000000001,8.591100000000004,9,195.74
Train,604.5710000000003,6.877800000000005,5,171.48999999999998
Train,104.149,0.40369999999999995,0,29.46
Train,210.22899999999993,1.0724,2,63.599999999999994
Train,224.375,4.1328200000000015,2,0.0
Train,170.25799999999998,2.2985000000000007,1,17.07
Train,1415.445,16.572899999999972,14,308.94999999999993
Train,840.917,10.837899999999994,10,132.96
Train,970.2419999999992,17.53309999999997,4,151.31000000000003
Train,194.32399999999998,4.0390000000000015,2,0.0
Train,148.22699999999998,0.9525000000000001,0,34.14
Train,626.8340000000002,7.855980000000011,4,88.38000000000001
Train,529.4690000000003,0.006319999999998882,4,209.76
Train,384.3470000000001,2.2204999999999995,5,98.22999999999999
Train,171.24599999999998,0.9514,1,43.09
Train,134.18099999999998,0.48649999999999993,0,26.3
Train,137.13799999999998,0.49110000000000004,1,63.32000000000001
Train,492.5350000000002,5.525300000000003,5,105.34
Train,88.10599999999998,0.8711,0,37.3
Train,300.3100000000001,3.1782000000000012,2,72.83
Train,476.4890000000004,2.7357000000000014,4,124.16999999999999
Train,130.18699999999998,0.9362999999999999,1,29.46
Train,340.552,4.849400000000004,0,72.19
Train,202.36699999999993,2.5702000000000007,0,38.05
Train,316.312,4.117000000000003,4,56.51
Train,760.7580000000003,9.582899999999997,9,127.36000000000001
Train,778.8680000000003,12.07799999999998,10,88.24000000000001
Train,378.6010000000003,4.8887000000000045,2,72.19
Train,440.7000000000001,7.101200000000008,2,38.69
Train,440.5390000000001,6.277400000000007,4,69.92
Train,578.7370000000003,9.111500000000005,6,58.2
Train,165.217,1.4512,1,43.09
Train,209.29500000000002,2.6228000000000007,2,43.09
Train,453.4500000000002,5.2073000000000045,5,98.9
Train,783.0669999999993,11.669699999999985,3,156.68999999999997
Train,372.5340000000002,4.790800000000003,0,72.19
Train,349.4770000000001,6.9188200000000055,4,12.03
Train,130.18699999999998,1.5956000000000001,0,26.3
Train,244.41899999999993,4.653900000000005,0,29.46
Train,324.51200000000006,6.389200000000005,2,25.78
Train,1045.2449999999997,15.841779999999963,14,120.47000000000003
Train,993.1310000000002,16.49909999999997,13,92.78000000000002
Train,1002.8800000000003,13.064599999999983,10,151.42000000000002
Train,313.322,6.116000000000003,3,12.03
Train,135.16599999999997,1.5408,1,29.1
Train,347.466,4.6822000000000035,3,53.940000000000005
Train,480.7300000000001,8.358700000000002,5,38.05
Train,646.2470000000001,6.417600000000004,6,101.06
Train,320.43300000000005,1.9450799999999997,1,78.43
Train,136.15,1.69322,1,37.3
Train,482.6210000000002,7.564020000000008,2,97.55
Train,182.26900000000003,2.3358999999999996,1,9.23
Train,272.3849999999999,3.925200000000003,0,63.60000000000001
Train,418.62400000000014,8.770700000000003,4,0.0
Train,195.31199999999998,3.3672200000000014,2,26.02
Train,660.6380000000004,8.540000000000001,8,120.47000000000001
Train,597.7490000000001,5.637300000000006,2,128.23
Train,393.3390000000001,5.279400000000005,4,22.12
Train,245.31899999999993,2.5478,0,75.63
Train,886.9670000000001,13.025199999999977,15,98.20000000000002
Train,258.3579999999999,2.9007000000000014,1,44.760000000000005
Train,340.37600000000003,3.07662,1,106.12000000000002
Train,224.09999999999994,2.0852,0,26.3
Train,159.23499999999996,1.0879,1,46.25
Train,252.19000000000003,-2.985199999999999,1,142.18
Train,143.167,1.0285000000000002,1,63.32000000000001
Train,240.258,2.788100000000001,2,54.37
Train,154.64,2.987800000000002,1,0.0
Train,253.30099999999993,3.3576000000000015,3,31.23
Train,272.369,4.270100000000003,2,29.46
Train,138.23499999999996,2.5921400000000006,1,0.0
Train,174.19599999999997,1.1945000000000001,0,63.599999999999994
Train,131.072,0.8455,0,26.02
Train,68.062203556,1.2713999999999999,0,0.0
Train,202.29399999999995,3.8217000000000034,0,46.53
Train,134.17799999999997,1.8181,1,17.07
Train,105.11799999999998,-0.6429,0,63.32000000000001
Train,500.5540000000003,5.938480000000005,6,83.55000000000001
Train,144.21399999999997,1.8416000000000001,0,26.3
Train,222.20599999999996,3.391300000000001,1,0.0
Train,648.5990000000004,10.009999999999994,5,63.6
Train,500.46600000000024,4.331300000000003,6,108.9
Train,770.8050000000003,7.4374000000000065,11,144.33999999999997
Train,420.305,5.134400000000002,2,63.599999999999994
Train,221.25900000000001,2.4811000000000005,2,43.09
Train,754.883,10.680559999999993,8,102.01000000000002
Train,622.5930000000003,4.725100000000002,7,156.42999999999998
Train,226.35999999999999,3.6464000000000025,1,26.3
Train,320.43300000000016,2.2718,1,78.43
Train,552.5420000000003,6.622400000000004,7,102.01000000000002
Train,676.8560000000002,9.520819999999999,6,97.74
Train,272.3889999999999,1.3517999999999997,0,78.43
Train,195.31199999999998,3.3672200000000014,2,26.02
Train,424.45600000000013,5.689100000000004,4,87.66
Train,128.259,3.7569000000000026,0,0.0
Train,282.33899999999994,3.7627000000000033,2,54.37
Train,116.14099999999998,0.14420000000000005,0,34.14
Train,580.5520000000004,6.186400000000005,7,119.08000000000001
Train,565.714,9.086880000000003,4,98.16
Train,137.138,0.9670000000000001,1,63.32000000000001
Train,152.21800000000002,2.3310199999999996,1,9.23
Train,142.17899999999997,1.6734,1,26.3
Train,262.3019999999999,1.2276999999999998,0,82.06
Train,137.226,2.748380000000001,0,23.79
Train,86.13399999999999,1.2072999999999998,0,9.23
Train,695.7280000000001,6.625300000000006,6,159.17999999999998
Train,84.04,1.221,0,0.0
Train,332.4400000000001,4.640100000000005,2,63.599999999999994
Train,290.407,2.5005000000000006,1,72.19
Train,135.166,1.5408,1,29.1
Train,182.26900000000003,2.3358999999999996,1,9.23
Train,494.7600000000004,9.952799999999996,2,35.53
Train,505.53000000000026,6.049880000000005,4,121.34
Train,255.27700000000002,1.9950999999999994,3,59.190000000000005
Train,118.11299999999999,-0.3601999999999999,0,54.37
Train,396.52700000000027,5.943200000000005,2,63.6
Train,598.7430000000003,9.312499999999998,5,87.66000000000001
Train,171.28399999999996,2.3389000000000006,0,29.1
Train,169.22400000000002,1.2202,1,34.25
Train,183.16299999999995,0.1905,1,72.80000000000001
Train,418.4780000000001,3.4604000000000017,3,113.32
Train,1389.6200000000001,25.20940000000006,18,93.22000000000001
Train,202.14699999999996,2.0860000000000003,0,26.3
Train,786.7960000000003,11.360199999999985,10,120.47000000000003
Train,279.34399999999994,1.4318,1,109.14
Train,852.8550000000004,11.375199999999987,10,136.59
Train,277.40799999999996,3.544100000000002,2,37.38
Train,276.329,1.6178000000000001,0,82.06
Train,256.414,4.312100000000004,2,0.0
Train,520.6700000000003,1.2067000000000019,2,140.26
Train,231.29599999999996,1.1335,0,90.46000000000001
Train,450.5340000000002,6.340600000000006,4,63.6
Train,754.8270000000002,10.813299999999986,12,98.20000000000002
Train,175.18699999999998,1.87368,1,50.09
Train,162.305,1.8857,0,29.46
Train,360.63200000000023,8.365200000000005,2,0.0
Train,592.6980000000003,11.368599999999985,8,44.24000000000001
Train,384.4290000000002,0.5558999999999994,0,131.03
Train,378.42800000000005,3.103900000000001,3,87.66
Train,356.5400000000001,2.0595,1,29.46
Train,30.07,1.0262,0,0.0
Train,659.8140000000002,7.697400000000008,7,72.91
Train,152.21499999999997,-0.19809999999999994,0,54.37
Train,794.6600000000007,10.158399999999993,8,111.24000000000002
Train,295.38200000000006,4.513600000000004,3,31.23
Train,393.571,7.258600000000008,3,31.23
Train,384.47600000000006,4.605200000000005,2,112.65
Train,796.6320000000006,10.57759999999999,8,120.47000000000003
Train,706.8820000000001,9.731899999999998,4,63.599999999999994
Train,497.5880000000004,3.9162000000000035,2,118.99999999999999
Train,226.31999999999994,1.5046,0,72.19
Train,426.4790000000001,6.699300000000005,6,60.790000000000006
Train,560.45,6.421260000000004,5,74.76
Train,206.20099999999996,0.39109999999999995,2,58.64
Train,460.44500000000016,3.887500000000002,6,98.22999999999999
Train,452.52800000000036,4.989400000000003,3,97.73999999999998
Train,86.08999999999999,0.1644,0,34.14
Train,698.7310000000002,9.010800000000001,8,110.28999999999999
Train,276.407,5.017600000000002,3,17.07
Train,446.4400000000002,2.5120200000000006,5,117.69
Train,228.28799999999995,2.0819,0,52.60000000000001
Train,366.514,5.203000000000001,3,50.36
Train,145.055,0.5902999999999998,0,29.1
Train,358.5350000000001,2.9526000000000012,2,49.410000000000004
Train,126.15899999999999,1.4122000000000001,1,38.92
Train,510.8520000000004,8.336200000000009,0,96.25
Train,144.214,2.4314999999999998,0,37.3
Train,602.599,5.461800000000005,6,136.15
Train,740.4820000000004,8.922600000000003,3,125.20000000000002
Train,809.0729999999999,1.0079000000000133,0,167.91
Train,333.516,5.104500000000005,2,37.38
Train,142.18299999999996,1.2387000000000004,1,55.120000000000005
Train,354.44300000000015,3.216400000000002,1,63.22000000000001
Train,306.365,4.300400000000002,3,55.24000000000001
Train,921.0299999999997,13.962719999999969,10,150.35000000000002
Train,580.525,6.372000000000005,5,74.76
Train,594.8709999999998,11.079499999999987,6,35.010000000000005
Train,216.27699999999993,1.3828,1,44.760000000000005
Train,179.21899999999997,2.1272200000000003,1,40.540000000000006
Train,164.20399999999995,2.1742999999999997,1,26.3
Train,655.114,15.737399999999958,4,0.0
Train,134.22199999999998,2.774700000000001,2,0.0
Train,132.159,0.3203999999999998,0,46.53
Train,388.4650000000001,2.3535999999999997,0,145.85999999999999
Train,172.22399999999996,0.9548999999999999,1,46.53
Train,87.122,-0.07740000000000014,0,43.09
Train,828.8330000000003,11.999299999999982,10,129.70000000000002
Train,378.42800000000005,3.103900000000001,3,87.66
Train,130.187,2.0414,0,37.3
Train,726.8290000000001,10.181979999999994,8,102.01000000000002
Train,768.8030000000003,10.69119999999999,9,120.47000000000003
Train,223.23500000000004,3.6792800000000025,2,68.74
Train,524.5100000000002,3.9959000000000024,6,126.91999999999999
Train,290.318,4.415500000000003,3,46.53
Train,351.44700000000006,3.067100000000001,1,90.9
Train,398.62800000000016,7.436100000000007,0,63.60000000000001
Train,702.6920000000008,9.795699999999995,5,83.99000000000001
Train,384.38700000000006,5.369400000000002,4,72.83000000000001
Train,116.16,1.5072,0,37.3
Train,162.107,1.7722,0,20.23
Train,218.41600000000003,3.958300000000003,1,0.0
